EMP_NUM,SAL_FROM,SAL_END,SAL_AMOUNT
84287,8/17/1993,8/15/1994,20030
84287,8/16/1992,8/16/1993,19080
84287,8/16/1991,8/15/1992,18170
84287,8/17/1990,8/16/1991,17640
84287,8/18/1989,8/16/1990,17130
84287,8/17/1988,8/17/1989,16630
84287,8/17/1987,8/16/1988,16150
84291,12/3/2013, NULL ,34250
84291,12/2/2012,12/2/2013,31710
84291,12/2/2011,12/1/2012,30790
84291,12/3/2010,12/2/2011,29890
84291,12/4/2009,12/2/2010,28470
84291,12/3/2008,12/3/2009,27110
84291,12/3/2007,12/2/2008,26320
84291,12/4/2006,12/3/2007,23930
84291,12/5/2005,12/3/2006,22790
84291,12/4/2004,12/4/2005,22130
84291,12/4/2003,12/3/2004,21080
84291,12/5/2002,12/4/2003,19160
84291,12/6/2001,12/4/2002,18600
84291,12/5/2000,12/5/2001,16910
84291,12/5/1999,12/4/2000,16100
84291,12/6/1998,12/5/1999,15330
84291,12/7/1997,12/5/1998,14600
84291,12/6/1996,12/6/1997,13520
84291,12/6/1995,12/5/1996,13130
84291,12/7/1994,12/6/1995,12160
84291,12/8/1993,12/6/1994,11810
84291,12/7/1992,12/7/1993,10940
84291,12/7/1991,12/6/1992,10130
84291,12/8/1990,12/7/1991,9830
84291,12/9/1989,12/7/1990,8940
84291,12/8/1988,12/8/1989,8680
84291,12/8/1987,12/7/1988,8430
84291,12/9/1986,12/8/1987,8180
84291,12/10/1985,12/8/1986,7790
84291,12/9/1984,12/9/1985,7560
84291,12/9/1983,12/8/1984,7340
84291,12/10/1982,12/9/1983,7130
84294,11/26/2013, NULL ,34000
84294,11/25/2012,11/25/2013,31480
84294,11/25/2011,11/24/2012,30560
84294,11/26/2010,11/25/2011,29670
84294,11/27/2009,11/25/2010,28260
84294,11/26/2008,11/26/2009,27440
84294,11/26/2007,11/25/2008,26640
84294,11/27/2006,11/26/2007,24670
84294,11/28/2005,11/26/2006,23500
84294,11/27/2004,11/27/2005,22380
84294,11/27/2003,11/26/2004,21310
84294,11/28/2002,11/27/2003,20690
84294,11/29/2001,11/27/2002,20090
84294,11/28/2000,11/28/2001,18260
84294,11/28/1999,11/27/2000,17730
84294,11/29/1998,11/28/1999,17210
84294,11/30/1997,11/28/1998,16710
84294,11/29/1996,11/29/1997,16220
84294,11/29/1995,11/28/1996,14750
84294,11/30/1994,11/29/1995,14320
84294,12/1/1993,11/29/1994,13640
84294,11/30/1992,11/30/1993,12990
84294,11/30/1991,11/29/1992,12370
84294,12/1/1990,11/30/1991,11780
84294,12/2/1989,11/30/1990,11220
84294,12/1/1988,12/1/1989,10890
84294,12/1/1987,11/30/1988,10370
84294,12/2/1986,12/1/1987,10070
84298,12/2/2013, NULL ,37750
84298,12/1/2012,12/1/2013,35950
84298,12/1/2011,11/30/2012,34240
84298,12/2/2010,12/1/2011,33240
84298,12/3/2009,12/1/2010,31660
84298,12/2/2008,12/2/2009,30740
84298,12/2/2007,12/1/2008,29280
84298,12/3/2006,12/2/2007,27110
84298,12/4/2005,12/2/2006,25100
84298,12/3/2004,12/3/2005,23900
84298,12/3/2003,12/2/2004,23200
84298,12/4/2002,12/3/2003,22100
84298,12/5/2001,12/3/2002,21460
84298,12/4/2000,12/4/2001,20440
84298,12/4/1999,12/3/2000,19470
84298,12/5/1998,12/4/1999,18540
84298,12/6/1997,12/4/1998,17170
84298,12/5/1996,12/5/1997,15900
84298,12/5/1995,12/4/1996,15140
84298,12/6/1994,12/5/1995,14420
84298,12/7/1993,12/5/1994,14000
84298,12/6/1992,12/6/1993,13590
84298,12/6/1991,12/5/1992,13190
84298,12/7/1990,12/6/1991,12560
84298,12/8/1989,12/6/1990,12190
84298,12/7/1988,12/7/1989,11080
84298,12/7/1987,12/6/1988,10760
84298,12/8/1986,12/7/1987,10450
84298,12/9/1985,12/7/1986,9950
84298,12/8/1984,12/8/1985,9660
84298,12/8/1983,12/7/1984,9380
84298,12/9/1982,12/8/1983,8690
84298,12/10/1981,12/8/1982,8050
84298,12/9/1980,12/9/1981,7670
84300,11/28/2013, NULL ,49250
84300,11/27/2012,11/27/2013,47820
84300,11/27/2011,11/26/2012,46430
84300,11/28/2010,11/27/2011,44220
84300,11/29/2009,11/27/2010,42110
84300,11/28/2008,11/28/2009,40100
84300,11/28/2007,11/27/2008,38930
84300,11/29/2006,11/28/2007,37800
84300,11/30/2005,11/28/2006,36700
84300,11/29/2004,11/29/2005,35630
84300,11/29/2003,11/28/2004,32990
84300,11/30/2002,11/29/2003,29990
84300,12/1/2001,11/29/2002,29120
84300,11/30/2000,11/30/2001,28270
84300,11/30/1999,11/29/2000,26920
84300,12/1/1998,11/30/1999,25640
84300,12/2/1997,11/30/1998,24420
84300,12/1/1996,12/1/1997,23260
84300,12/1/1995,11/30/1996,22150
84300,12/2/1994,12/1/1995,21100
84300,12/3/1993,12/1/1994,20490
84300,12/2/1992,12/2/1993,19890
84300,12/2/1991,12/1/1992,18940
84300,12/3/1990,12/2/1991,18390
84300,12/4/1989,12/2/1990,17850
84300,12/3/1988,12/3/1989,17330
84300,12/3/1987,12/2/1988,16830
84300,12/4/1986,12/3/1987,16340
84300,12/5/1985,12/3/1986,15560
84300,12/4/1984,12/4/1985,14150
84300,12/4/1983,12/3/1984,13740
84300,12/5/1982,12/4/1983,13090
84300,12/6/1981,12/4/1982,12710
84300,12/5/1980,12/5/1981,12100
84300,12/5/1979,12/4/1980,11750
84300,12/6/1978,12/5/1979,10880
84302,4/3/2013, NULL ,44250
84302,4/2/2012,4/2/2013,42140
84302,4/2/2011,4/1/2012,40130
84302,4/3/2010,4/2/2011,38220
84302,4/4/2009,4/2/2010,37110
84302,4/3/2008,4/3/2009,34360
84302,4/3/2007,4/2/2008,32720
84302,4/4/2006,4/3/2007,31770
84302,4/5/2005,4/3/2006,30840
84302,4/4/2004,4/4/2005,29370
84302,4/4/2003,4/3/2004,28510
84302,4/5/2002,4/4/2003,25920
84302,4/6/2001,4/4/2002,24690
84302,4/5/2000,4/5/2001,23970
84302,4/5/1999,4/4/2000,23270
84302,4/6/1998,4/5/1999,22160
84302,4/7/1997,4/5/1998,21100
84302,4/6/1996,4/6/1997,19540
84302,4/6/1995,4/5/1996,18970
84302,4/7/1994,4/6/1995,18070
84302,4/8/1993,4/6/1994,17540
84302,4/7/1992,4/7/1993,16700
84302,4/7/1991,4/6/1992,16210
84306,10/12/2013, NULL ,65000
84306,10/11/2012,10/11/2013,63110
84306,10/11/2011,10/10/2012,58440
84306,10/12/2010,10/11/2011,55660
84306,10/13/2009,10/11/2010,54040
84306,10/12/2008,10/12/2009,52470
84306,10/12/2007,10/11/2008,50940
84306,10/13/2006,10/12/2007,48510
84306,10/14/2005,10/12/2006,47100
84306,10/13/2004,10/13/2005,45730
84306,10/13/2003,10/12/2004,44400
84306,10/14/2002,10/13/2003,42290
84312,3/13/2013, NULL ,54000
84312,3/12/2012,3/12/2013,52430
84312,3/12/2011,3/11/2012,49930
84312,3/13/2010,3/12/2011,47550
84312,3/14/2009,3/12/2010,46170
84312,3/13/2008,3/13/2009,44830
84312,3/13/2007,3/12/2008,42700
84312,3/14/2006,3/13/2007,41460
84312,3/15/2005,3/13/2006,38390
84312,3/14/2004,3/14/2005,37270
84312,3/14/2003,3/13/2004,36180
84316,8/9/2013, NULL ,25250
84316,8/8/2012,8/8/2013,24050
84316,8/8/2011,8/7/2012,23350
84316,8/9/2010,8/8/2011,22670
84320,11/14/2013, NULL ,37500
84320,11/13/2012,11/13/2013,34720
84320,11/13/2011,11/12/2012,33710
84320,11/14/2010,11/13/2011,32730
84320,11/15/2009,11/13/2010,31170
84320,11/14/2008,11/14/2009,28860
84320,11/14/2007,11/13/2008,26240
84327,10/20/2013, NULL ,27000
84327,10/19/2012,10/19/2013,26210
84327,10/19/2011,10/18/2012,25450
84327,10/20/2010,10/19/2011,24240
84327,10/21/2009,10/19/2010,23530
84327,10/20/2008,10/20/2009,21390
84327,10/20/2007,10/19/2008,19810
84327,10/21/2006,10/20/2007,18870
84327,10/22/2005,10/20/2006,17970
84327,10/21/2004,10/21/2005,17110
84327,10/21/2003,10/20/2004,16300
84327,10/22/2002,10/21/2003,15520
84327,10/23/2001,10/21/2002,14780
84327,10/22/2000,10/22/2001,14080
84327,10/22/1999,10/21/2000,13670
84327,10/23/1998,10/22/1999,13270
84327,10/24/1997,10/22/1998,12880
84327,10/23/1996,10/23/1997,12500
84327,10/23/1995,10/22/1996,12140
84327,10/24/1994,10/23/1995,11560
84327,10/25/1993,10/23/1994,11220
84327,10/24/1992,10/24/1993,10690
84327,10/24/1991,10/23/1992,10180
84327,10/25/1990,10/24/1991,9700
84328,1/27/2014, NULL ,94090
84328,1/26/2013,1/26/2014,91350
84328,1/26/2012,1/25/2013,84580
84328,1/27/2011,1/26/2012,78310
84328,1/28/2010,1/26/2011,74580
84328,1/27/2009,1/27/2010,71030
84328,1/27/2008,1/26/2009,68960
84328,1/28/2007,1/27/2008,65680
84328,1/29/2006,1/27/2007,63770
84328,1/28/2005,1/28/2006,61910
84328,1/28/2004,1/27/2005,58960
84328,1/29/2003,1/28/2004,54590
84328,1/30/2002,1/28/2003,51990
84328,1/29/2001,1/29/2002,48140
84328,1/29/2000,1/28/2001,46740
84328,1/30/1999,1/29/2000,42490
84328,1/31/1998,1/29/1999,41250
84328,1/30/1997,1/30/1998,39290
84328,1/30/1996,1/29/1997,38150
84328,1/31/1995,1/30/1996,37040
84329,7/20/2013, NULL ,31250
84329,7/19/2012,7/19/2013,30340
84329,7/19/2011,7/18/2012,29460
84329,7/20/2010,7/19/2011,28600
84329,7/21/2009,7/19/2010,26480
84329,7/20/2008,7/20/2009,25710
84329,7/20/2007,7/19/2008,24960
84329,7/21/2006,7/20/2007,24230
84329,7/22/2005,7/20/2006,23520
84329,7/21/2004,7/21/2005,22830
84329,7/21/2003,7/20/2004,22170
84329,7/22/2002,7/21/2003,21520
84329,7/23/2001,7/21/2002,19560
84329,7/22/2000,7/22/2001,18630
84329,7/22/1999,7/21/2000,18090
84329,7/23/1998,7/22/1999,16450
84329,7/24/1997,7/22/1998,15230
84329,7/23/1996,7/23/1997,14100
84329,7/23/1995,7/22/1996,13690
84329,7/24/1994,7/23/1995,13290
84330,2/16/2013, NULL ,52440
84330,2/22/1991,2/21/1992,21520
84330,2/23/1990,2/21/1991,20500
84330,2/22/1989,2/22/1990,19520
84330,2/22/1988,2/21/1989,18950
84330,2/23/1987,2/22/1988,18400
84330,2/24/1986,2/22/1987,17520
84330,2/23/1985,2/23/1986,16690
84330,2/23/1984,2/22/1985,16200
84330,2/24/1983,2/23/1984,15730
84330,2/25/1982,2/23/1983,15270
84330,2/16/2012,2/15/2013,49940
84330,2/17/2011,2/16/2012,47560
84330,2/18/2010,2/16/2011,46170
84330,2/17/2009,2/17/2010,44830
84330,2/17/2008,2/16/2009,42700
84330,2/18/2007,2/17/2008,41460
84330,2/19/2006,2/17/2007,39490
84330,2/18/2005,2/18/2006,38340
84330,2/18/2004,2/17/2005,37220
84330,2/19/2003,2/18/2004,35450
84330,2/20/2002,2/18/2003,33760
84330,2/19/2001,2/19/2002,32150
84330,2/19/2000,2/18/2001,31210
84330,2/20/1999,2/19/2000,29720
84330,2/21/1998,2/19/1999,28850
84330,2/20/1997,2/20/1998,28010
84330,2/20/1996,2/19/1997,25940
84330,2/21/1995,2/20/1996,25180
84330,2/22/1994,2/20/1995,23980
84330,2/21/1993,2/21/1994,23280
84330,2/21/1992,2/20/1993,22170
84333,1/19/2014, NULL ,62100
84333,1/18/2013,1/18/2014,59140
84333,1/18/2012,1/17/2013,57420
84333,1/19/2011,1/18/2012,55750
84333,1/20/2010,1/18/2011,54130
84333,1/19/2009,1/19/2010,51550
84333,1/19/2008,1/18/2009,50050
84333,1/20/2007,1/19/2008,48590
84334,11/24/2013, NULL ,64000
84334,11/23/2012,11/23/2013,62140
84334,11/23/2011,11/22/2012,60330
84334,11/24/2010,11/23/2011,54850
84334,11/25/2009,11/23/2010,53250
84334,11/24/2008,11/24/2009,48410
84334,11/24/2007,11/23/2008,46100
84334,11/25/2006,11/24/2007,43900
84334,11/26/2005,11/24/2006,42620
84334,11/25/2004,11/25/2005,40590
84334,11/25/2003,11/24/2004,39410
84334,11/26/2002,11/25/2003,37530
84340,9/25/2013, NULL ,104780
84340,9/27/2005,9/25/2006,71710
84340,9/26/2004,9/26/2005,69620
84340,9/26/2003,9/25/2004,66300
84340,9/27/2002,9/26/2003,63140
84340,9/28/2001,9/26/2002,61300
84340,9/27/2000,9/27/2001,59510
84340,9/27/1999,9/26/2000,57780
84340,9/28/1998,9/27/1999,56100
84340,9/29/1997,9/27/1998,54470
84340,9/28/1996,9/28/1997,52880
84340,9/28/1995,9/27/1996,51340
84340,9/24/2012,9/24/2013,99790
84340,9/24/2011,9/23/2012,96880
84340,9/25/2010,9/24/2011,88070
84340,9/26/2009,9/24/2010,85500
84340,9/25/2008,9/25/2009,81430
84340,9/25/2007,9/24/2008,77550
84340,9/26/2006,9/25/2007,73860
84343,4/10/2013, NULL ,26000
84343,4/9/2012,4/9/2013,25240
84343,4/9/2011,4/8/2012,24500
84343,4/10/2010,4/9/2011,23330
84343,4/11/2009,4/9/2010,22220
84343,4/10/2008,4/10/2009,20200
84356,5/16/2013, NULL ,85050
84356,5/15/2012,5/15/2013,82570
84356,5/15/2011,5/14/2012,80170
84356,5/16/2010,5/15/2011,77830
84356,5/17/2009,5/15/2010,74120
84356,5/16/2008,5/16/2009,67380
84356,5/16/2007,5/15/2008,65420
84356,5/17/2006,5/16/2007,63510
84356,5/18/2005,5/16/2006,61660
84356,5/17/2004,5/17/2005,57090
84356,5/17/2003,5/16/2004,55430
84356,5/18/2002,5/17/2003,53820
84356,5/19/2001,5/17/2002,52250
84356,5/18/2000,5/18/2001,49760
84356,5/18/1999,5/17/2000,47390
84356,5/19/1998,5/18/1999,46010
84356,5/20/1997,5/18/1998,44670
84356,5/19/1996,5/19/1997,42540
84356,5/19/1995,5/18/1996,41300
84356,5/20/1994,5/19/1995,40100
84356,5/21/1993,5/19/1994,38930
84363,6/27/2013, NULL ,79200
84363,6/26/2012,6/26/2013,76890
84363,6/26/2011,6/25/2012,74650
84363,6/27/2010,6/26/2011,71100
84363,6/28/2009,6/26/2010,69030
84363,6/27/2008,6/27/2009,65740
84363,6/27/2007,6/26/2008,62610
84363,6/28/2006,6/27/2007,60790
84363,6/29/2005,6/27/2006,59020
84363,6/28/2004,6/28/2005,53650
84363,6/28/2003,6/27/2004,49680
84363,6/29/2002,6/28/2003,48230
84363,6/30/2001,6/28/2002,46830
84363,6/29/2000,6/29/2001,45470
84363,6/29/1999,6/28/2000,43300
84363,6/30/1998,6/29/1999,41240
84363,7/1/1997,6/29/1998,38190
84363,6/30/1996,6/30/1997,37080
84363,6/30/1995,6/29/1996,34330
84363,7/1/1994,6/30/1995,33330
84363,7/2/1993,6/30/1994,30300
84363,7/1/1992,7/1/1993,29420
84363,7/1/1991,6/30/1992,28020
84363,7/2/1990,7/1/1991,27200
84363,7/3/1989,7/1/1990,25900
84364,3/24/2013, NULL ,62000
84364,3/23/2012,3/23/2013,60190
84364,3/23/2011,3/22/2012,58440
84364,3/24/2010,3/23/2011,56740
84364,3/25/2009,3/23/2010,55090
84364,3/24/2008,3/24/2009,52470
84364,3/24/2007,3/23/2008,49970
84364,3/25/2006,3/24/2007,48510
84364,3/26/2005,3/24/2006,46200
84364,3/25/2004,3/25/2005,44850
84364,3/25/2003,3/24/2004,43540
84369,8/5/2013, NULL ,49800
84369,8/4/2012,8/4/2013,46110
84369,8/4/2011,8/3/2012,43910
84369,8/5/2010,8/4/2011,41820
84369,8/6/2009,8/4/2010,40600
84369,8/5/2008,8/5/2009,39420
84369,8/5/2007,8/4/2008,36500
84369,8/6/2006,8/5/2007,34760
84372,7/28/2013, NULL ,84150
84372,7/27/2012,7/27/2013,80140
84372,7/27/2011,7/26/2012,77810
84372,7/28/2010,7/27/2011,75540
84372,7/29/2009,7/27/2010,71940
84374,3/9/2012,3/9/2013,67710
84374,3/9/2011,3/8/2012,64490
84374,3/10/2010,3/9/2011,61420
84374,3/11/2009,3/9/2010,59630
84374,3/10/2008,3/10/2009,57890
84374,3/10/2007,3/9/2008,55130
84374,3/11/2006,3/10/2007,53520
84374,3/12/2005,3/10/2006,50970
84374,3/11/2004,3/11/2005,48540
84374,3/11/2003,3/10/2004,47130
84374,3/12/2002,3/11/2003,45760
84374,3/10/2013, NULL ,71100
84380,12/8/2013, NULL ,29750
84380,12/7/2012,12/7/2013,28330
84380,12/7/2011,12/6/2012,25750
84380,12/8/2010,12/7/2011,25000
84380,12/9/2009,12/7/2010,23810
84380,12/8/2008,12/8/2009,22050
84380,12/8/2007,12/7/2008,20420
84380,12/9/2006,12/8/2007,18910
84380,12/10/2005,12/8/2006,17190
84380,12/9/2004,12/9/2005,16690
84380,12/9/2003,12/8/2004,16200
84380,12/10/2002,12/9/2003,14730
84380,12/11/2001,12/9/2002,14300
84380,12/10/2000,12/10/2001,13880
84380,12/10/1999,12/9/2000,13480
84380,12/11/1998,12/10/1999,12840
84383,8/27/2013, NULL ,28250
84383,8/26/2012,8/26/2013,27430
84383,8/26/2011,8/25/2012,26120
84383,8/27/2010,8/26/2011,24880
84383,8/28/2009,8/26/2010,23700
84383,8/27/2008,8/27/2009,23010
84383,8/27/2007,8/26/2008,22340
84383,8/28/2006,8/27/2007,20690
84383,8/29/2005,8/27/2006,20090
84383,8/28/2004,8/28/2005,19500
84383,8/28/2003,8/27/2004,18570
84383,8/29/2002,8/28/2003,18030
84383,8/30/2001,8/28/2002,17500
84386,12/2/2013, NULL ,53100
84386,12/5/1995,12/4/1996,25760
84386,12/6/1994,12/5/1995,25010
84386,12/7/1993,12/5/1994,24280
84386,12/6/1992,12/6/1993,23120
84386,12/6/1991,12/5/1992,22450
84386,12/7/1990,12/6/1991,21380
84386,12/8/1989,12/6/1990,20760
84386,12/7/1988,12/7/1989,19220
84386,12/7/1987,12/6/1988,18660
84386,12/8/1986,12/7/1987,18120
84386,12/9/1985,12/7/1986,17590
84386,12/8/1984,12/8/1985,16750
84386,12/8/1983,12/7/1984,16260
84386,12/9/1982,12/8/1983,15790
84386,12/10/1981,12/8/1982,15040
84386,12/9/1980,12/9/1981,14600
84386,12/9/1979,12/8/1980,13900
84386,12/1/2012,12/1/2013,51550
84386,12/1/2011,11/30/2012,47730
84386,12/2/2010,12/1/2011,46340
84386,12/3/2009,12/1/2010,42910
84386,12/2/2008,12/2/2009,41660
84386,12/2/2007,12/1/2008,39680
84386,12/3/2006,12/2/2007,38520
84386,12/4/2005,12/2/2006,36690
84386,12/3/2004,12/3/2005,35620
84386,12/3/2003,12/2/2004,34580
84386,12/4/2002,12/3/2003,33570
84386,12/5/2001,12/3/2002,32590
84386,12/4/2000,12/4/2001,31040
84386,12/4/1999,12/3/2000,30140
84386,12/5/1998,12/4/1999,28700
84386,12/6/1997,12/4/1998,27860
84386,12/5/1996,12/5/1997,26530
84389,3/9/2013, NULL ,30500
84389,3/8/2012,3/8/2013,28240
84389,3/8/2011,3/7/2012,27420
84389,3/9/2010,3/8/2011,26620
84389,3/10/2009,3/8/2010,25350
84389,3/9/2008,3/9/2009,24140
84389,3/9/2007,3/8/2008,23440
84389,3/10/2006,3/9/2007,22320
84389,3/11/2005,3/9/2006,21670
84389,3/10/2004,3/10/2005,21040
84389,3/10/2003,3/9/2004,20430
84389,3/11/2002,3/10/2003,19830
84389,3/12/2001,3/10/2002,18890
84389,3/11/2000,3/11/2001,17990
84389,3/11/1999,3/10/2000,17470
84389,3/12/1998,3/11/1999,16180
84389,3/13/1997,3/11/1998,15710
84389,3/12/1996,3/12/1997,14960
84389,3/12/1995,3/11/1996,14250
84389,3/13/1994,3/12/1995,13830
84389,3/14/1993,3/12/1994,13430
84389,3/13/1992,3/13/1993,12440
84389,3/13/1991,3/12/1992,12080
84389,3/14/1990,3/13/1991,11500
84389,3/15/1989,3/13/1990,10950
84389,3/14/1988,3/14/1989,10630
84389,3/14/1987,3/13/1988,10320
84389,3/15/1986,3/14/1987,10020
84389,3/16/1985,3/14/1986,9280
84389,3/15/1984,3/15/1985,9010
84389,3/15/1983,3/14/1984,8750
84392,5/1/2013, NULL ,61000
84392,4/30/2012,4/30/2013,59220
84392,4/30/2011,4/29/2012,54830
84392,5/1/2010,4/30/2011,53230
84392,5/2/2009,4/30/2010,50700
84392,5/1/2008,5/1/2009,49220
84392,5/1/2007,4/30/2008,46880
84392,5/2/2006,5/1/2007,45510
84392,5/3/2005,5/1/2006,43340
84392,5/2/2004,5/2/2005,42080
84392,5/2/2003,5/1/2004,38960
84394,12/12/2013, NULL ,37000
84394,12/11/2012,12/11/2013,35920
84394,12/11/2011,12/10/2012,34870
84394,12/12/2010,12/11/2011,33850
84394,12/13/2009,12/11/2010,32860
84394,12/12/2008,12/12/2009,31300
84394,12/12/2007,12/11/2008,30390
84394,12/13/2006,12/12/2007,28940
84394,12/14/2005,12/12/2006,27560
84394,12/13/2004,12/13/2005,26250
84394,12/13/2003,12/12/2004,25000
84394,12/14/2002,12/13/2003,24270
84394,12/15/2001,12/13/2002,22470
84394,12/14/2000,12/14/2001,21400
84394,12/14/1999,12/13/2000,20780
84394,12/15/1998,12/14/1999,20170
84394,12/16/1997,12/14/1998,19580
84394,12/15/1996,12/15/1997,18650
84394,12/15/1995,12/14/1996,17760
84394,12/16/1994,12/15/1995,17240
84394,12/17/1993,12/15/1994,16420
84394,12/16/1992,12/16/1993,15640
84394,12/16/1991,12/15/1992,15180
84394,12/17/1990,12/16/1991,14740
84394,12/18/1989,12/16/1990,14040
84394,12/17/1988,12/17/1989,13630
84394,12/17/1987,12/16/1988,12620
84394,12/18/1986,12/17/1987,12250
84394,12/19/1985,12/17/1986,11670
84394,12/18/1984,12/18/1985,10810
84394,12/18/1983,12/17/1984,10500
84394,12/19/1982,12/18/1983,10190
84394,12/20/1981,12/18/1982,9440
84394,12/19/1980,12/19/1981,9170
84394,12/19/1979,12/18/1980,8340
84394,12/20/1978,12/19/1979,8100
84396,6/25/2013, NULL ,38000
84396,6/24/2012,6/24/2013,36890
84396,6/24/2011,6/23/2012,35820
84396,6/25/2010,6/24/2011,34780
84396,6/26/2009,6/24/2010,33770
84396,6/25/2008,6/25/2009,31270
84396,6/25/2007,6/24/2008,30360
84397,10/15/2013, NULL ,48750
84397,10/14/2012,10/14/2013,47330
84397,10/14/2011,10/13/2012,45080
84397,10/15/2010,10/14/2011,41740
84397,10/16/2009,10/14/2010,40520
84397,10/15/2008,10/15/2009,39340
84397,10/15/2007,10/14/2008,38190
84397,10/16/2006,10/15/2007,37080
84397,10/17/2005,10/15/2006,36000
84397,10/16/2004,10/16/2005,34290
84397,10/16/2003,10/15/2004,31170
84397,10/17/2002,10/16/2003,30260
84397,10/18/2001,10/16/2002,28820
84405,7/30/2013, NULL ,54600
84405,7/29/2012,7/29/2013,52000
84405,7/29/2011,7/28/2012,49520
84405,7/30/2010,7/29/2011,47160
84405,7/31/2009,7/29/2010,43670
84405,7/30/2008,7/30/2009,41590
84405,7/30/2007,7/29/2008,40380
84405,7/31/2006,7/30/2007,38460
84405,8/1/2005,7/30/2006,37340
84405,7/31/2004,7/31/2005,36250
84405,7/31/2003,7/30/2004,34520
84405,8/1/2002,7/31/2003,32880
84405,8/2/2001,7/31/2002,31310
84405,8/1/2000,8/1/2001,30400
84405,8/1/1999,7/31/2000,29510
84405,8/2/1998,8/1/1999,28650
84405,8/3/1997,8/1/1998,27820
84405,8/2/1996,8/2/1997,27010
84406,1/30/2013, NULL ,26500
84406,1/30/2012,1/29/2013,25730
84406,1/31/2011,1/30/2012,24980
84406,2/1/2010,1/30/2011,23130
84406,1/31/2009,1/31/2010,22460
84406,1/31/2008,1/30/2009,20800
84406,2/1/2007,1/31/2008,20190
84406,2/2/2006,1/31/2007,19230
84406,2/1/2005,2/1/2006,18670
84406,2/1/2004,1/31/2005,18130
84406,2/2/2003,2/1/2004,17600
84406,2/3/2002,2/1/2003,17090
84406,2/2/2001,2/2/2002,16280
84406,2/2/2000,2/1/2001,15500
84406,2/3/1999,2/2/2000,15050
84406,2/4/1998,2/2/1999,14610
84406,2/3/1997,2/3/1998,13910
84406,2/3/1996,2/2/1997,13250
84406,2/4/1995,2/3/1996,12620
84406,2/5/1994,2/3/1995,12250
84406,2/4/1993,2/4/1994,11890
84406,2/4/1992,2/3/1993,11010
84406,2/5/1991,2/4/1992,10490
84406,2/6/1990,2/4/1991,10180
84406,2/5/1989,2/5/1990,9880
84406,2/5/1988,2/4/1989,9410
84406,2/6/1987,2/5/1988,9140
84406,2/7/1986,2/5/1987,8870
84406,2/6/1985,2/6/1986,8060
84406,2/6/1984,2/5/1985,7460
84406,2/7/1983,2/6/1984,7240
84406,2/8/1982,2/6/1983,7030
84406,2/7/1981,2/7/1982,6830
84406,2/7/1980,2/6/1981,6500
84406,2/8/1979,2/7/1980,6190
84417,1/6/2014, NULL ,80960
84417,1/5/2013,1/5/2014,77100
84417,1/5/2012,1/4/2013,70090
84417,1/6/2011,1/5/2012,66750
84417,1/7/2010,1/5/2011,61810
84417,1/6/2009,1/6/2010,57230
84417,1/6/2008,1/5/2009,55560
84417,1/7/2007,1/6/2008,53940
84417,1/8/2006,1/6/2007,49040
84417,1/7/2005,1/7/2006,47610
84417,1/7/2004,1/6/2005,46220
84417,1/8/2003,1/7/2004,44870
84417,1/9/2002,1/7/2003,43560
84417,1/8/2001,1/8/2002,39600
84417,1/8/2000,1/7/2001,37710
84417,1/9/1999,1/8/2000,36610
84417,1/10/1998,1/8/1999,33900
84417,1/9/1997,1/9/1998,32910
84417,1/9/1996,1/8/1997,31950
84417,1/10/1995,1/9/1996,31020
84417,1/11/1994,1/9/1995,30120
84417,1/10/1993,1/10/1994,29240
84417,1/10/1992,1/9/1993,28390
84417,1/11/1991,1/10/1992,27560
84417,1/12/1990,1/10/1991,26760
84417,1/11/1989,1/11/1990,24780
84417,1/11/1988,1/10/1989,24060
84417,1/12/1987,1/11/1988,23360
84417,1/13/1986,1/11/1987,22250
84417,1/12/1985,1/12/1986,21190
84417,1/12/1984,1/11/1985,20570
84417,1/13/1983,1/12/1984,19590
84417,1/14/1982,1/12/1983,18140
84417,1/13/1981,1/13/1982,17280
84417,1/13/1980,1/12/1981,16460
84417,1/14/1979,1/13/1980,15680
84419,12/18/2013, NULL ,47000
84419,12/17/2012,12/17/2013,45630
84419,12/17/2011,12/16/2012,42250
84419,12/18/2010,12/17/2011,41020
84419,12/19/2009,12/17/2010,37980
84419,12/18/2008,12/18/2009,34530
84419,12/18/2007,12/17/2008,31970
84419,12/19/2006,12/18/2007,30450
84419,12/20/2005,12/18/2006,29560
84419,12/19/2004,12/19/2005,28700
84419,12/19/2003,12/18/2004,27330
84420,6/7/2013, NULL ,61000
84420,6/6/2012,6/6/2013,58100
84420,6/6/2011,6/5/2012,56410
84420,6/7/2010,6/6/2011,53720
84420,6/8/2009,6/6/2010,52160
84420,6/7/2008,6/7/2009,50640
84420,6/7/2007,6/6/2008,46890
84420,6/8/2006,6/7/2007,45520
84420,6/9/2005,6/7/2006,43350
84420,6/8/2004,6/8/2005,41290
84420,6/8/2003,6/7/2004,40090
84432,7/17/2013, NULL ,85360
84432,7/16/2012,7/16/2013,81300
84432,7/16/2011,7/15/2012,77430
84432,7/17/2010,7/16/2011,73740
84432,7/18/2009,7/16/2010,70230
84432,7/17/2008,7/17/2009,68180
84432,7/17/2007,7/16/2008,64930
84432,7/18/2006,7/17/2007,63040
84432,7/19/2005,7/17/2006,60040
84432,7/18/2004,7/18/2005,58290
84432,7/18/2003,7/17/2004,56590
84432,7/19/2002,7/18/2003,54940
